Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,url,is_active,in_hof
Alex Kirk,2015,2015,C,7-0,245,"November 14, 1991",University of New Mexico,/players/k/kirkal01.html,False,False
Walt Kirk,1949,1952,G-F,6-3,173,"September 3, 1924",University of Illinois at Urbana-Champaign,/players/k/kirkwa01.html,False,False
Wilber Kirkland,1970,1970,F,6-7,190,,Cheyney University of Pennsylvania,/players/k/kirklwi01.html,False,False
Jim Kissane,1969,1969,F,6-7,210,"August 17, 1946",Boston College,/players/k/kissaji01.html,False,False
Doug Kistler,1962,1962,F,6-9,210,"March 21, 1938",Duke University,/players/k/kistldo01.html,False,False
Curtis Kitchen,1987,1987,F,6-9,235,"January 30, 1964",University of South Florida,/players/k/kitchcu01.html,False,False
Greg Kite,1984,1995,C,6-11,250,"August 5, 1961",Brigham Young University,/players/k/kitegr01.html,False,False
Kerry Kittles,1997,2005,G,6-5,179,"June 12, 1974",Villanova University,/players/k/kittlke01.html,False,False
Maxi Kleber,2018,2018,F,6-10,220,"January 29, 1992",,/players/k/klebima01.html,True,False
Joe Kleine,1986,2000,C,6-11,255,"January 4, 1962","University of Notre Dame, University of Arkansas",/players/k/kleinjo01.html,False,False
Linas Kleiza,2006,2013,F,6-8,245,"January 3, 1985",University of Missouri,/players/k/kleizli01.html,False,False
Leo Klier,1949,1950,F-G,6-2,170,"May 21, 1923",University of Notre Dame,/players/k/klierle01.html,False,False
Herm Klotz,1948,1948,G,5-7,150,"October 21, 1921",Villanova University,/players/k/klotzhe01.html,False,False
Duane Klueh,1950,1951,G,6-3,175,"January 6, 1926",Indiana State University,/players/k/kluehdu01.html,False,False
Lonnie Kluttz,1971,1971,F,6-7,220,"September 17, 1945",North Carolina Agricultural and Technical State University,/players/k/kluttlo01.html,False,False
Billy Knight,1975,1985,G-F,6-6,195,"June 9, 1952",University of Pittsburgh,/players/k/knighbi01.html,False,False
Bob Knight,1955,1955,G-F,6-2,185,"April 30, 1929",,/players/k/knighbo01.html,False,False
Brandin Knight,2005,2005,G,6-0,180,"December 16, 1981",University of Pittsburgh,/players/k/knighbr02.html,False,False
Brandon Knight,2012,2017,G,6-3,189,"December 2, 1991",University of Kentucky,/players/k/knighbr03.html,True,False
Brevin Knight,1998,2009,G,5-10,173,"November 8, 1975",Stanford University,/players/k/knighbr01.html,False,False
Negele Knight,1991,1999,G,6-1,175,"March 6, 1967",University of Dayton,/players/k/knighne01.html,False,False
Ron Knight,1971,1972,F,6-7,215,"August 4, 1947","California State University, Los Angeles",/players/k/knighro01.html,False,False
Toby Knight,1978,1982,F,6-9,210,"May 3, 1955",University of Notre Dame,/players/k/knighto01.html,False,False
Travis Knight,1997,2003,C,7-0,235,"September 13, 1974",University of Connecticut,/players/k/knightr01.html,False,False
Lee Knorek,1947,1950,C,6-7,215,"July 15, 1921",University of Detroit Mercy,/players/k/knorele01.html,False,False
Dick Knostman,1954,1954,C,6-6,215,"August 9, 1931",Kansas State University,/players/k/knostdi01.html,False,False
Rod Knowles,1969,1969,F-C,6-9,215,"February 27, 1946",Davidson College,/players/k/knowlro01.html,False,False
Bart Kofoed,1988,1993,G,6-4,210,"March 24, 1964","Hastings College, University of Nebraska at Kearney",/players/k/kofoeba01.html,False,False
Don Kojis,1964,1975,F,6-5,215,"January 15, 1939",Marquette University,/players/k/kojisdo01.html,False,False
Milo Komenich,1950,1950,F-C,6-7,212,"June 22, 1920",University of Wyoming,/players/k/komenmi01.html,False,False
Howard Komives,1965,1974,G,6-1,185,"May 9, 1941",Bowling Green State University,/players/k/komivho01.html,False,False
Jon Koncak,1986,1996,C-F,7-0,250,"May 17, 1963",Southern Methodist University,/players/k/koncajo01.html,False,False
Tom Kondla,1969,1969,C,6-8,225,"November 30, 1946",University of Minnesota,/players/k/kondlto01.html,False,False
Bud Koper,1965,1965,G,6-6,210,"August 9, 1942",Oklahoma City University,/players/k/koperbu01.html,False,False
Joe Kopicki,1983,1985,F,6-9,240,"June 12, 1960",University of Detroit Mercy,/players/k/kopicjo01.html,False,False
Furkan Korkmaz,2018,2018,G,6-7,185,"July 24, 1997",,/players/k/korkmfu01.html,True,False
Frank Kornet,1990,1991,F,6-9,225,"January 27, 1967",Vanderbilt University,/players/k/kornefr01.html,False,False
Luke Kornet,2018,2018,F,7-1,250,"July 15, 1995",Vanderbilt University,/players/k/kornelu01.html,True,False
Yaroslav Korolev,2006,2007,F,6-9,203,"May 7, 1987",,/players/k/korolya01.html,False,False
Kyle Korver,2004,2018,G-F,6-7,212,"March 17, 1981",Creighton University,/players/k/korveky01.html,True,False
Tony Koski,1969,1969,F,6-8,215,"June 26, 1946",Providence College,/players/k/koskito01.html,False,False
Len Kosmalski,1975,1976,C,7-0,245,"November 29, 1951",University of Tennessee,/players/k/kosmale01.html,False,False
Andy Kostecka,1949,1949,F,6-3,203,"February 10, 1921",Georgetown University,/players/k/kostean01.html,False,False
Harold Kottman,1947,1947,C,6-8,220,"August 22, 1922",Culver-Stockton College,/players/k/kottmha01.html,False,False
Kosta Koufos,2009,2018,C,7-0,265,"February 24, 1989",Ohio State University,/players/k/koufoko01.html,True,False
Tom Kozelko,1974,1976,F,6-8,220,"July 1, 1951",University of Toledo,/players/k/kozelto01.html,False,False
Ronald Kozlicki,1968,1968,F,6-7,215,"December 12, 1944",Northwestern University,/players/k/kozliro01.html,False,False
Arvid Kramer,1980,1980,C,6-9,220,"October 2, 1956",Augustana College (SD),/players/k/kramear01.html,False,False
Barry Kramer,1965,1970,F-G,6-4,200,"November 10, 1942",New York University,/players/k/krameba01.html,False,False
Joel Kramer,1979,1983,F-C,6-7,203,"November 30, 1955",San Diego State University,/players/k/kramejo01.html,False,False
Steven Kramer,1968,1970,G-F,6-5,200,"January 1, 1945",Brigham Young University,/players/k/kramest01.html,False,False
Dan Kraus,1949,1949,G,6-0,195,"February 13, 1923",Georgetown University,/players/k/krausda01.html,False,False
Herb Krautblatt,1949,1949,G,6-1,190,"November 19, 1926",Rider University,/players/k/krauthe01.html,False,False
Viacheslav Kravtsov,2013,2014,C,7-0,260,"August 25, 1987",,/players/k/kravtvi01.html,False,False
Jim Krebs,1958,1964,C-F,6-8,230,"September 8, 1935",Southern Methodist University,/players/k/krebsji01.html,False,False
Wayne Kreklow,1981,1981,G,6-4,175,"January 4, 1957",Drake University,/players/k/kreklwa01.html,False,False
Tommy Kron,1967,1970,G,6-5,200,"February 28, 1943",University of Kentucky,/players/k/kronto01.html,False,False
Tom Kropp,1976,1977,G,6-3,205,"February 12, 1953",University of Nebraska at Kearney,/players/k/kroppto01.html,False,False
Nenad Krstic,2005,2011,C,7-0,240,"July 25, 1983",,/players/k/krstine01.html,False,False
Larry Krystkowiak,1987,1997,F-C,6-9,220,"September 23, 1964",University of Montana,/players/k/krystla01.html,False,False
Steve Kuberski,1970,1978,F-C,6-8,215,"November 6, 1947",Bradley University,/players/k/kuberst01.html,False,False
Leo Kubiak,1950,1950,G,5-11,160,"December 25, 1927",Bowling Green State University,/players/k/kubiale01.html,False,False
Bruce Kuczenski,1984,1984,F,6-10,230,"February 3, 1961",University of Connecticut,/players/k/kuczebr01.html,False,False
Frank Kudelka,1950,1953,G-F,6-2,193,"June 25, 1925",Saint Mary's College of California,/players/k/kudelfr01.html,False,False
John Kuester,1978,1980,G,6-2,180,"February 6, 1955",University of North Carolina,/players/k/kuestjo01.html,False,False
Ray Kuka,1948,1949,F,6-3,200,"February 17, 1922",University of Notre Dame,/players/k/kukara01.html,False,False
Toni Kukoc,1994,2006,F,6-10,192,"September 18, 1968",,/players/k/kukocto01.html,False,False
Kevin Kunnert,1974,1982,C-F,7-0,230,"November 11, 1951",University of Iowa,/players/k/kunneke01.html,False,False
Terry Kunze,1968,1968,G-F,6-4,210,"March 11, 1943",University of Minnesota,/players/k/kunzete01.html,False,False
Mitch Kupchak,1977,1986,F-C,6-9,230,"May 24, 1954",University of North Carolina,/players/k/kupchmi01.html,False,False
C.J. Kupec,1976,1978,F-C,6-6,220,"January 16, 1953",University of Michigan,/players/k/kupeccj01.html,False,False
Rob Kurz,2009,2009,F,6-9,232,"March 5, 1985",University of Notre Dame,/players/k/kurzro01.html,False,False
Ibo Kutluay,2005,2005,G,6-6,200,"July 1, 1974",,/players/k/kutluib01.html,False,False
Kyle Kuzma,2018,2018,F,6-9,220,"July 24, 1995",University of Utah,/players/k/kuzmaky01.html,True,False
Ognjen Kuzmic,2014,2015,C,7-1,251,"May 16, 1990",,/players/k/kuzmiog01.html,False,False
Mindaugas Kuzminskas,2017,2018,F,6-9,215,"October 19, 1989",,/players/k/kuzmimi01.html,True,False
Skal Labissiere,2017,2018,F,6-11,225,"March 18, 1996",University of Kentucky,/players/l/labissk01.html,True,False
Reggie Lacefield,1969,1969,G-F,6-5,230,"April 10, 1945",Western Michigan University,/players/l/lacefre01.html,False,False
Edgar Lacey,1969,1969,F,6-6,190,"August 2, 1944","University of California, Los Angeles",/players/l/laceyed01.html,False,False
Sam Lacey,1971,1983,C,6-10,235,"March 28, 1948",New Mexico State University,/players/l/laceysa01.html,False,False
Bob Lackey,1973,1974,G-F,6-5,200,"April 4, 1949",Marquette University,/players/l/lackebo01.html,False,False
Fred LaCour,1961,1963,G-F,6-5,210,"February 7, 1938",University of San Francisco,/players/l/lacoufr01.html,False,False
Wendell Ladner,1971,1975,F,6-5,220,"October 6, 1948",University of Southern Mississippi,/players/l/ladnewe01.html,False,False
Christian Laettner,1993,2005,F-C,6-11,235,"August 17, 1969",Duke University,/players/l/laettch01.html,False,False
Oliver Lafayette,2010,2010,G,6-2,190,"May 6, 1984",University of Houston,/players/l/lafayol01.html,False,False
Raef LaFrentz,1999,2008,F-C,6-11,240,"May 29, 1976",University of Kansas,/players/l/lafrera01.html,False,False
Tom LaGarde,1978,1985,C-F,6-10,220,"February 10, 1955",University of North Carolina,/players/l/lagarto01.html,False,False
Bill Laimbeer,1981,1994,C,6-11,245,"May 19, 1957",University of Notre Dame,/players/l/laimbbi01.html,False,False
Pete Lalich,1947,1947,F,6-2,190,"June 23, 1920",Ohio University,/players/l/lalicpe01.html,False,False
Bo Lamar,1974,1977,G,6-1,180,"April 7, 1951",University of Louisiana at Lafayette,/players/l/lamarbo01.html,False,False
Doron Lamb,2013,2014,G,6-4,210,"November 6, 1991",University of Kentucky,/players/l/lambdo01.html,False,False
Jeremy Lamb,2013,2018,G-F,6-5,185,"May 30, 1992",University of Connecticut,/players/l/lambje01.html,True,False
John Lambert,1976,1982,C-F,6-10,225,"January 14, 1953",University of Southern California,/players/l/lambejo01.html,False,False
Jeff Lamp,1982,1989,F-G,6-6,195,"March 9, 1959",University of Virginia,/players/l/lampje01.html,False,False
Maciej Lampe,2004,2006,C,6-11,275,"February 5, 1985",,/players/l/lampema01.html,False,False
Jim Lampley,1987,1987,C,6-10,230,"July 2, 1960","Vanderbilt University, University of Arkansas at Little Rock",/players/l/lamplji01.html,False,False
Sean Lampley,2003,2004,F,6-7,227,"September 3, 1979",University of California,/players/l/lamplse01.html,False,False
Carl Landry,2008,2016,F,6-9,248,"September 19, 1983",Purdue University,/players/l/landrca01.html,False,False
Marcus Landry,2010,2010,F,6-7,230,"November 1, 1985",University of Wisconsin,/players/l/landrma01.html,False,False
Mark Landsberger,1978,1984,F-C,6-8,215,"May 21, 1955","University of Minnesota, Arizona State University",/players/l/landsma01.html,False,False
Jerome Lane,1989,1993,F,6-6,230,"December 4, 1966",University of Pittsburgh,/players/l/laneje01.html,False,False
Andrew Lang,1989,2000,C,6-11,245,"June 28, 1966",University of Arkansas,/players/l/langan01.html,False,False
Antonio Lang,1995,2000,F-G,6-8,205,"May 15, 1972",Duke University,/players/l/langan02.html,False,False
James Lang,2007,2007,C,6-10,285,"October 17, 1983",,/players/l/langja01.html,False,False
Trajan Langdon,2000,2002,G,6-3,197,"May 13, 1976",Duke University,/players/l/langdtr01.html,False,False
Keith Langford,2008,2008,G,6-4,215,"September 15, 1983",University of Kansas,/players/l/langfke01.html,False,False
Dan Langhi,2001,2004,F,6-11,220,"November 28, 1977",Vanderbilt University,/players/l/langhda01.html,False,False
Bob Lanier*,1971,1984,C,6-11,250,"September 10, 1948",St. Bonaventure University,/players/l/laniebo01.html,False,True
Stu Lantz,1969,1976,G,6-3,175,"July 13, 1946",University of Nebraska,/players/l/lantzst01.html,False,False
Nicolas Laprovittola,2017,2017,G,6-4,180,"January 31, 1990",,/players/l/laproni01.html,True,False
York Larese,1962,1962,G,6-4,183,"July 18, 1938",University of North Carolina,/players/l/laresyo01.html,False,False
Shane Larkin,2014,2018,G,5-11,175,"October 2, 1992",University of Miami,/players/l/larkish01.html,True,False
Rusty LaRue,1998,2004,G,6-2,210,"December 10, 1973",Wake Forest University,/players/l/larueru01.html,False,False
Rudy LaRusso,1960,1969,F-C,6-7,220,"November 11, 1937",Dartmouth College,/players/l/larusru01.html,False,False
John Laskowski,1976,1977,G,6-6,185,"June 7, 1953",Indiana University,/players/l/laskojo01.html,False,False
Stephane Lasme,2008,2008,F,6-8,215,"December 17, 1982",University of Massachusetts Amherst,/players/l/lasmest01.html,False,False
Dave Lattin,1968,1973,F-C,6-6,225,"December 23, 1943",University of Texas at El Paso,/players/l/lattida01.html,False,False
Priest Lauderdale,1997,1998,C,7-4,325,"August 31, 1973",Central State University,/players/l/laudepr01.html,False,False
Rich Laurel,1978,1978,G,6-6,190,"July 11, 1954",Hofstra University,/players/l/laureri01.html,False,False
Harry Laurie,1971,1971,G,6-1,178,"November 2, 1944",Saint Peter's College,/players/l/lauriha01.html,False,False
Walt Lautenbach,1950,1950,G-F,6-2,185,"November 17, 1922",University of Wisconsin,/players/l/lautewa01.html,False,False
Joffrey Lauvergne,2015,2018,C-F,6-11,220,"September 30, 1991",,/players/l/lauvejo01.html,True,False
Tony Lavelli,1950,1951,F,6-3,185,"July 11, 1926",Yale University,/players/l/lavelto01.html,False,False
Zach LaVine,2015,2018,G,6-5,189,"March 10, 1995","University of California, Los Angeles",/players/l/lavinza01.html,True,False
Bob Lavoy,1951,1954,F-C,6-7,185,"June 29, 1926",Western Kentucky University,/players/l/lavoybo01.html,False,False
Acie Law,2008,2011,G,6-3,195,"January 25, 1985",Texas A&M University,/players/l/lawac01.html,False,False
Gani Lawal,2011,2011,F,6-9,234,"November 7, 1988",Georgia Institute of Technology,/players/l/lawalga01.html,False,False
Edmund Lawrence,1981,1981,C,7-0,228,"December 8, 1952",McNeese State University,/players/l/lawreed01.html,False,False
Jason Lawson,1998,1998,C,6-11,240,"September 2, 1974",Villanova University,/players/l/lawsoja01.html,False,False
Ty Lawson,2010,2017,G,5-11,195,"November 3, 1987",University of North Carolina,/players/l/lawsoty01.html,True,False
Jake Layman,2017,2018,F,6-9,210,"March 7, 1994",University of Maryland,/players/l/laymaja01.html,True,False
Mo Layton,1972,1978,G,6-1,180,"December 24, 1948",University of Southern California,/players/l/laytomo01.html,False,False
T.J. Leaf,2018,2018,F,6-10,222,"April 30, 1997","University of California, Los Angeles",/players/l/leaftj01.html,True,False
Manny Leaks,1969,1974,C-F,6-8,225,"November 27, 1945",Niagara University,/players/l/leaksma01.html,False,False
Hal Lear,1957,1957,G,6-0,163,"January 31, 1935",Temple University,/players/l/learha01.html,False,False
Allen Leavell,1980,1989,G,6-1,170,"May 27, 1957",Oklahoma City University,/players/l/leaveal01.html,False,False
Jeff Lebo,1990,1990,G,6-2,180,"October 5, 1966",University of North Carolina,/players/l/leboje01.html,False,False
Eric Leckner,1989,1997,C-F,6-11,265,"May 27, 1966",University of Wyoming,/players/l/leckner01.html,False,False
Ricky Ledo,2014,2015,G,6-7,195,"September 10, 1992",,/players/l/ledori01.html,False,False
Butch Lee,1979,1980,G,6-0,185,"December 5, 1956",Marquette University,/players/l/leebu01.html,False,False
Clyde Lee,1967,1976,F-C,6-10,205,"March 14, 1944",Vanderbilt University,/players/l/leecl01.html,False,False
Courtney Lee,2009,2018,G,6-5,200,"October 3, 1985",Western Kentucky University,/players/l/leeco01.html,True,False
Damion Lee,2018,2018,G,6-6,210,"October 21, 1992","Drexel University, University of Louisville",/players/l/leeda03.html,True,False
David Lee,1968,1969,F,6-7,225,"March 31, 1942",University of San Francisco,/players/l/leeda01.html,False,False
David Lee,2006,2017,F,6-9,245,"April 29, 1983",University of Florida,/players/l/leeda02.html,False,False
Dick Lee,1968,1968,F,6-6,,,University of Washington,/players/l/leedi01.html,False,False
Doug Lee,1992,1995,G-F,6-5,200,"October 24, 1964","Texas A&M University, Purdue University",/players/l/leedo01.html,False,False
George Lee,1961,1968,F-G,6-4,200,"November 23, 1936",University of Michigan,/players/l/leege01.html,False,False
Greg Lee,1975,1976,G,6-3,190,"December 12, 1951","University of California, Los Angeles",/players/l/leegr01.html,False,False
