Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,url,is_active,in_hof,career_games,career_win_shares,peak_ws,aba_years,n_chips,nba_asg,leaderboard_points,hof_as_player,hof_pr
Dikembe Mutombo,1992,2009,C,86,245,"June 25, 1966",Georgetown University,/players/m/mutomdi01.html,False,True,1196,117.0,11.334562499999999,0,0,8,186,1,0.9690000000000001
Martin Muursepp,1997,1998,F,81,235,"September 26, 1974",,/players/m/muursma01.html,False,False,83,2.0,1.3944375000000002,0,0,0,0,0,0.0
Pete Myers,1987,1998,G-F,78,180,"September 15, 1963",University of Arkansas at Little Rock,/players/m/myerspe01.html,False,False,377,5.8,3.045,0,0,0,0,0,0.0
Sviatoslav Mykhailiuk,2019,2019,G-F,80,205,"June 10, 1997",University of Kansas,/players/m/mykhasv01.html,True,False,35,0.0,0.03025,0,0,0,0,0,0.0
Hamady N'Diaye,2011,2014,C,84,235,"January 12, 1987",Rutgers University,/players/n/ndiayha01.html,False,False,33,0.0,0.07666666666666666,0,0,0,0,0,0.0
Makhtar N'Diaye,1999,1999,F,80,245,"December 12, 1973","University of Michigan, University of North Carolina",/players/n/ndiayma01.html,False,False,4,0.0,0.014624999999999999,0,0,0,0,0,0.0
Mamadou N'Diaye,2001,2005,C,84,255,"June 16, 1975",Auburn University,/players/n/ndiayma02.html,False,False,69,1.8,0.793,0,0,0,0,0,0.0
Boniface N'Dong,2006,2006,C,84,198,"March 9, 1977",,/players/n/ndongbo01.html,False,False,23,0.2,0.18366666666666667,0,0,0,0,0,0.0
Bob Naber,1953,1953,F,75,185,"September 3, 1929",University of Louisville,/players/n/naberbo01.html,False,False,4,-0.1,-0.09579166666666666,0,0,0,0,0,0.0
Boris Nachamkin,1955,1955,F,78,210,"December 6, 1933",New York University,/players/n/nachabo01.html,False,False,6,0.0,-0.012291666666666666,0,0,0,0,0,0.0
Bostjan Nachbar,2003,2008,F,81,221,"July 3, 1980",,/players/n/nachbbo01.html,False,False,317,8.7,4.085333333333334,0,0,0,0,0,0.0
Abdel Nader,2018,2019,F,78,225,"September 25, 1993","Northern Illinois University, Iowa State University",/players/n/naderab01.html,True,False,78,0.4,0.5553333333333333,0,0,0,0,0,0.0
Jerry Nagel,1950,1950,G,72,190,"May 18, 1928",Loyola University of Chicago,/players/n/nagelje01.html,False,False,14,-0.1,-0.1,0,0,0,0,0,0.0
Fritz Nagy,1949,1949,G-F,74,185,"January 3, 1924",University of Akron,/players/n/nagyfr01.html,False,False,50,2.1,2.1,0,0,0,0,0,0.0
Lee Nailon,2001,2006,F,81,238,"February 22, 1975","Butler County Community College, Texas Christian University",/players/n/nailole01.html,False,False,306,8.0,3.4655,0,0,0,0,0,0.0
Eduardo Najera,2001,2012,F,80,240,"July 11, 1976",University of Oklahoma,/players/n/najered01.html,False,False,619,24.7,4.766750000000001,0,0,0,0,0,0.0
Larry Nance,1982,1994,F-C,82,205,"February 12, 1959",Clemson University,/players/n/nancela01.html,False,False,920,109.6,12.24,0,0,3,44,0,0.048
Larry Nance,2016,2019,F-C,81,230,"January 1, 1993",University of Wyoming,/players/n/nancela02.html,True,False,232,14.2,5.802416666666667,0,0,0,0,0,0.0
Shabazz Napier,2015,2019,G,73,180,"July 14, 1991",University of Connecticut,/players/n/napiesh01.html,True,False,271,5.8,3.2298958333333334,0,0,0,0,0,0.0
Paul Napolitano,1949,1949,F-G,74,185,"February 3, 1923",University of San Francisco,/players/n/napolpa01.html,False,False,1,0.0,0.0,0,0,0,0,0,0.0
Bob Nash,1973,1979,F,80,195,"August 24, 1950",University of Hawaii,/players/n/nashbo01.html,False,False,236,2.4,2.0500000000000003,1,0,0,0,0,0.0
Cotton Nash,1965,1968,F,77,215,"July 24, 1942",University of Kentucky,/players/n/nashco01.html,False,False,84,0.9,0.16229166666666667,1,0,0,0,0,0.0
Steve Nash,1997,2014,G,75,195,"February 7, 1974",Santa Clara University,/players/n/nashst01.html,False,True,1217,129.7,12.571875,0,0,8,93,1,0.983
Swen Nater,1974,1984,C,83,240,"January 14, 1950","University of California, Los Angeles",/players/n/natersw01.html,False,False,722,58.5,8.6025625,3,0,0,24,0,0.0
Howard Nathan,1996,1996,G,71,175,"January 21, 1972","DePaul University, University of Louisiana at Monroe",/players/n/nathaho01.html,False,False,5,-0.1,-0.11562499999999999,0,0,0,0,0,0.0
Calvin Natt,1980,1990,F,78,220,"January 8, 1957",University of Louisiana at Monroe,/players/n/nattca01.html,False,False,599,57.2,10.240520833333333,0,0,1,0,0,0.002
Kenny Natt,1981,1985,G,75,185,"October 5, 1958",University of Louisiana at Monroe,/players/n/nattke01.html,False,False,49,-0.2,0.056875,0,0,0,0,0,0.0
Willie Naulls,1957,1966,F-C,78,225,"October 7, 1934","University of California, Los Angeles",/players/n/naullwi01.html,False,False,716,34.3,5.704,0,3,4,22,0,0.11599999999999999
Juan Carlos Navarro,2008,2008,G,75,170,"June 13, 1980",,/players/n/navarju01.html,False,False,82,1.4,1.3672291666666665,0,0,0,0,0,0.0
Maurice Ndour,2017,2017,F,81,200,"June 18, 1992",Ohio University,/players/n/ndourma01.html,True,False,32,0.4,0.4068541666666667,0,0,0,0,0,0.0
Craig Neal,1989,1991,G,77,165,"February 16, 1964",Georgia Institute of Technology,/players/n/nealcr01.html,False,False,63,-0.4,-0.106,0,0,0,0,0,0.0
Gary Neal,2011,2017,G,76,210,"October 3, 1984","La Salle University, Towson University",/players/n/nealga01.html,False,False,352,10.7,3.4753125,0,0,0,0,0,0.0
Jim Neal,1954,1955,C,83,235,"May 21, 1930",Wofford College,/players/n/nealji01.html,False,False,80,0.1,0.13110416666666666,0,0,0,0,0,0.0
Lloyd Neal,1973,1979,C-F,79,225,"December 10, 1950",Tennessee State University,/players/n/nealll01.html,False,False,435,22.7,4.821979166666667,0,1,0,0,0,0.0
Ed Nealy,1983,1993,F,79,238,"February 19, 1960",Kansas State University,/players/n/nealyed01.html,False,False,540,15.2,4.689395833333333,0,0,0,0,0,0.0
Nemanja Nedovic,2014,2014,G,75,192,"June 16, 1991",,/players/n/nedovne01.html,False,False,24,-0.4,-0.3905,0,0,0,0,0,0.0
Al Negratti,1947,1947,F-C,75,200,"June 12, 1921",Seton Hall University,/players/n/negraal01.html,False,False,11,-0.1,-0.1,0,0,0,0,0,0.0
Barry Nelson,1972,1972,C,82,230,"September 19, 1949",Duquesne University,/players/n/nelsoba01.html,False,False,28,0.1,0.055249999999999994,0,0,0,0,0,0.0
DeMarcus Nelson,2009,2009,G,76,200,"November 2, 1985",Duke University,/players/n/nelsode01.html,False,False,13,-0.3,-0.2529375,0,0,0,0,0,0.0
Don Nelson,1963,1976,F,78,210,"May 15, 1940",University of Iowa,/players/n/nelsodo01.html,False,True,1053,74.6,8.778583333333334,0,5,0,0,0,0.026000000000000002
Jameer Nelson,2005,2018,G,72,190,"February 9, 1982",Saint Joseph's University,/players/n/nelsoja01.html,True,False,878,48.3,6.5705,0,0,1,0,0,0.001
Louie Nelson,1974,1978,G,75,190,"May 28, 1951",University of Washington,/players/n/nelsolo01.html,False,False,224,6.4,2.9181250000000003,0,0,0,0,0,0.0
Ron Nelson,1971,1971,G,74,175,"October 7, 1946",University of New Mexico,/players/n/nelsoro01.html,False,False,59,0.3,,1,0,0,0,0,0.0
Ruben Nembhard,1997,1997,G,75,208,"February 20, 1972",Weber State University,/players/n/nembhru01.html,False,False,10,0.2,0.20010416666666667,0,0,0,0,0,0.0
Dick Nemelka,1971,1971,G,72,175,"October 1, 1943",Brigham Young University,/players/n/nemeldi01.html,False,False,39,0.5,,1,0,0,0,0,0.0
Tyrone Nesby,1999,2002,F,78,225,"January 31, 1976","University of Nevada, Las Vegas",/players/n/nesbyty01.html,False,False,255,7.6,3.1395,0,0,0,0,0,0.0
Martin Nessley,1988,1988,C,86,260,"February 16, 1965",Duke University,/players/n/nesslma01.html,False,False,44,-0.1,-0.0008541666666666667,0,0,0,0,0,0.0
Rasho Nesterovic,1999,2010,C,84,248,"May 30, 1976",,/players/n/nestera01.html,False,False,811,39.9,7.206062499999999,0,1,0,0,0,0.0
Raul Neto,2016,2019,G,73,179,"May 19, 1992",,/players/n/netora01.html,True,False,181,4.0,1.8112916666666667,0,0,0,0,0,0.0
Bob Netolicky,1968,1976,F-C,81,220,"August 2, 1942",Drake University,/players/n/netolbo01.html,False,False,618,48.0,,9,0,0,0,0,0.0
Johnny Neumann,1972,1978,G-F,78,200,"September 11, 1951",University of Mississippi,/players/n/neumajo01.html,False,False,455,9.3,0.08575,5,0,0,0,0,0.0
Paul Neumann,1962,1967,G,73,175,"January 30, 1938",Stanford University,/players/n/neumapa01.html,False,False,451,28.3,6.483375,0,0,0,1,0,0.0
Chuck Nevitt,1983,1994,C,89,217,"June 13, 1959",North Carolina State University,/players/n/nevitch01.html,False,False,155,0.5,0.4895,0,1,0,0,0,0.0
Melvin Newbern,1993,1993,G,76,200,"June 11, 1967",University of Minnesota,/players/n/newbeme01.html,False,False,33,0.0,0.0,0,0,0,0,0,0.0
Ivano Newbill,1995,1998,F,81,245,"December 12, 1970",Georgia Institute of Technology,/players/n/newbiiv01.html,False,False,134,1.1,1.0625,0,0,0,0,0,0.0
Ira Newble,2001,2008,F,79,220,"January 20, 1975",Miami University,/players/n/newblir01.html,False,False,380,9.3,3.2585625,0,0,0,0,0,0.0
Mike Newlin,1972,1982,G-F,76,200,"January 2, 1949",University of Utah,/players/n/newlimi01.html,False,False,837,50.4,8.492604166666668,0,0,0,5,0,0.001
Johnny Newman,1987,2002,F-G,79,190,"November 28, 1963",University of Richmond,/players/n/newmajo01.html,False,False,1159,50.3,6.716000000000001,0,0,0,0,0,0.0
Dave Newmark,1969,1971,C,84,240,"September 11, 1946",Columbia University,/players/n/newmada01.html,False,False,176,1.9,0.8209583333333335,1,0,0,0,0,0.0
Bill Newton,1973,1974,C,81,220,"December 22, 1950",Louisiana State University,/players/n/newtobi01.html,False,False,35,0.1,,2,0,0,0,0,0.0
Georges Niang,2017,2019,F,80,230,"June 17, 1993",Iowa State University,/players/n/niangge01.html,True,False,68,0.2,0.5018125,0,0,0,0,0,0.0
Demetris Nichols,2008,2009,F,80,216,"September 4, 1984",Syracuse University,/players/n/nichode01.html,False,False,18,-0.2,-0.034999999999999996,0,0,0,0,0,0.0
Jack Nichols,1949,1958,C-F,79,222,"April 9, 1926",University of Washington,/players/n/nichoja01.html,False,False,505,24.8,6.7,0,1,0,4,0,0.0
Andrew Nicholson,2013,2017,F,81,250,"December 8, 1989",St. Bonaventure University,/players/n/nichoan01.html,True,False,285,3.8,1.6913541666666667,0,0,0,0,0,0.0
Gaylon Nickerson,1997,1997,G,75,190,"February 5, 1969","Wichita State University, Butler County Community College, Kansas State University, Northwestern Oklahoma State University",/players/n/nickega01.html,False,False,4,0.1,0.06649999999999999,0,0,0,0,0,0.0
Carl Nicks,1981,1983,G,73,175,"October 6, 1958",Indiana State University,/players/n/nicksca01.html,False,False,156,-0.4,0.2695,0,0,0,0,0,0.0
Rich Niemann,1969,1972,C,84,245,"July 2, 1946",Saint Louis University,/players/n/niemari01.html,False,False,187,7.3,4.421083333333333,3,0,0,0,0,0.0
Richie Niemiera,1949,1950,G-F,73,165,"May 26, 1921",University of Notre Dame,/players/n/niemiri01.html,False,False,115,7.6,4.8,0,0,0,0,0,0.0
Mike Niles,1981,1981,F,78,225,"March 31, 1955","California State University, Fullerton",/players/n/nilesmi01.html,False,False,44,-0.3,-0.298375,0,0,0,0,0,0.0
Kurt Nimphius,1982,1990,C-F,82,218,"March 13, 1958",Arizona State University,/players/n/nimphku01.html,False,False,564,17.5,4.8059166666666675,0,0,0,4,0,0.0
Dyron Nix,1990,1990,F,79,210,"February 11, 1967",University of Tennessee,/players/n/nixdy01.html,False,False,20,0.0,-0.0340625,0,0,0,0,0,0.0
Norm Nixon,1978,1989,G,74,170,"October 11, 1955",Duquesne University,/players/n/nixonno01.html,False,False,768,47.6,9.566041666666665,0,2,2,96,0,0.177
Joakim Noah,2008,2019,C,83,230,"February 25, 1985",University of Florida,/players/n/noahjo01.html,True,False,647,59.8,11.1625,0,0,2,11,0,0.006
Chuck Noble,1956,1962,G,76,190,"July 24, 1931",University of Louisville,/players/n/noblech01.html,False,False,411,-0.9,1.090375,0,0,1,0,0,0.0
Andres Nocioni,2005,2012,F,79,225,"November 30, 1979",,/players/n/nocioan01.html,False,False,514,21.8,6.717,0,0,0,0,0,0.0
David Noel,2007,2007,F,78,230,"February 27, 1984",University of North Carolina,/players/n/noelda01.html,False,False,68,0.4,0.39599999999999996,0,0,0,0,0,0.0
Nerlens Noel,2015,2019,C-F,83,220,"April 10, 1994",University of Kentucky,/players/n/noelne01.html,True,False,267,15.1,3.996104166666667,0,0,0,4,0,0.0
Paul Noel,1948,1952,F,76,185,"August 17, 1924",University of Kentucky,/players/n/noelpa01.html,False,False,201,0.2,0.9,0,1,0,0,0,0.0
Lucas Nogueira,2015,2018,C,84,241,"July 26, 1992",,/players/n/noguelu01.html,True,False,141,6.0,3.717333333333334,0,0,0,0,0,0.0
Jim Nolan,1950,1950,C,80,210,"June 9, 1927",Georgia Institute of Technology,/players/n/nolanji01.html,False,False,5,-0.2,-0.2,0,0,0,0,0,0.0
Paul Nolen,1954,1954,C,82,,"September 3, 1929",Texas Tech University,/players/n/nolenpa01.html,False,False,1,0.0,-0.030166666666666665,0,0,0,0,0,0.0
Jeff Nordgaard,1998,1998,F,79,225,"February 23, 1973",University of Wisconsin-Green Bay,/players/n/nordgje01.html,False,False,13,0.0,0.043000000000000003,0,0,0,0,0,0.0
Bevo Nordmann,1962,1965,C,82,225,"December 11, 1939",Saint Louis University,/players/n/nordmbe01.html,False,False,133,2.0,1.7291666666666667,0,0,0,0,0,0.0
Johnny Norlander,1947,1951,F,75,180,"March 5, 1921",Hamline University,/players/n/norlajo01.html,False,False,217,20.5,9.7,0,0,0,0,0,0.0
Connie Norman,1975,1979,G,75,175,"September 24, 1953",University of Arizona,/players/n/normaco01.html,False,False,99,1.2,0.7839166666666667,0,0,0,0,0,0.0
Ken Norman,1988,1997,F,80,215,"September 5, 1964",University of Illinois at Urbana-Champaign,/players/n/normake01.html,False,False,646,27.1,5.212020833333334,0,0,0,0,0,0.0
Audie Norris,1983,1985,C,81,230,"December 18, 1960",Jackson State University,/players/n/norriau01.html,False,False,187,2.9,1.9314791666666666,0,0,0,0,0,0.0
Moochie Norris,1997,2006,G,73,175,"July 27, 1973","Auburn University, University of West Florida",/players/n/norrimo01.html,False,False,445,10.0,4.34175,0,0,0,0,0,0.0
Sylvester Norris,1980,1980,C,83,220,"February 18, 1957",Jackson State University,/players/n/norrisy01.html,False,False,17,-0.2,-0.2165625,0,0,0,0,0,0.0
Willie Norwood,1972,1978,F,79,220,"August 8, 1947",Alcorn State University,/players/n/norwowi01.html,False,False,430,17.6,3.7658749999999994,0,0,0,0,0,0.0
George Nostrand,1947,1950,C-F,80,195,"January 25, 1924",University of Wyoming,/players/n/nostrge01.html,False,False,221,5.6,2.1,0,0,0,0,0,0.0
Stan Noszka,1947,1949,G,73,185,"September 9, 1920",Duquesne University,/players/n/noszkst01.html,False,False,110,2.0,1.8,0,0,0,0,0,0.0
Mike Novak,1949,1954,C-F,81,219,"April 23, 1915",Loyola University of Chicago,/players/n/novakmi01.html,False,False,125,2.2,1.8,0,0,0,0,0,0.0
Steve Novak,2007,2017,F,82,225,"June 13, 1983",Marquette University,/players/n/novakst01.html,False,False,467,14.5,3.9657500000000003,0,0,0,0,0,0.0
Mel Nowell,1963,1968,G,74,170,"December 27, 1939",Ohio State University,/players/n/nowelme01.html,False,False,115,2.6,-0.07362500000000001,1,0,0,0,0,0.0
Dirk Nowitzki,1999,2019,F,84,245,"June 19, 1978",,/players/n/nowitdi01.html,True,False,1488,206.0,17.697395833333335,0,1,13,63,0,1.0
Frank Ntilikina,2018,2019,G,78,200,"July 28, 1998",,/players/n/ntilila01.html,True,False,118,-1.8,-0.9240833333333333,0,0,0,0,0,0.0
James Nunnally,2014,2019,F,79,208,"July 14, 1990","University of California, Santa Barbara",/players/n/nunnaja01.html,True,False,28,0.0,0.08075,0,0,0,0,0,0.0
Jusuf Nurkic,2015,2019,C,84,275,"August 23, 1994",,/players/n/nurkiju01.html,True,False,289,13.9,5.267854166666667,0,0,0,5,0,0.0
Dennis Nutt,1987,1987,G,74,170,"March 25, 1963",Texas Christian University,/players/n/nuttde01.html,False,False,25,0.3,0.29575,0,0,0,0,0,0.0
David Nwaba,2017,2019,G,76,219,"January 14, 1993","California Polytechnic State University, San Luis Obispo",/players/n/nwabada01.html,True,False,111,3.5,2.434708333333333,0,0,0,0,0,0.0
Julius Nwosu,1995,1995,C,82,255,"May 1, 1971",Liberty University,/players/n/nwosuju01.html,False,False,23,0.0,-0.015749999999999997,0,0,0,0,0,0.0
Charles O'Bannon,1998,1999,G-F,77,209,"February 22, 1975","University of California, Los Angeles",/players/o/obannch01.html,False,False,48,0.6,0.34375,0,0,0,0,0,0.0
Ed O'Bannon,1996,1997,F,80,222,"August 14, 1972","University of California, Los Angeles",/players/o/obanned01.html,False,False,128,1.1,0.6787083333333332,0,0,0,0,0,0.0
John O'Boyle,1953,1953,G,74,185,"March 7, 1928",Colorado State University,/players/o/oboyljo01.html,False,False,5,0.0,-0.016166666666666666,0,0,0,0,0,0.0
Bob O'Brien,1948,1949,F,76,190,"January 26, 1927",Pepperdine University,/players/o/obriebo01.html,False,False,46,-0.1,0.2,0,0,0,0,0,0.0
J.J. O'Brien,2016,2016,F,79,228,"April 8, 1992",San Diego State University,/players/o/obriejj01.html,False,False,2,0.0,-0.0035,0,0,0,0,0,0.0
Jim O'Brien,1974,1975,F,79,200,"November 7, 1951",University of Maryland,/players/o/obrieji02.html,False,False,58,0.4,,2,0,0,0,0,0.0
Jimmy O'Brien,1972,1975,G,73,170,"April 9, 1950",Boston College,/players/o/obrieji01.html,False,False,303,4.0,,4,0,0,0,0,0.0
Ralph O'Brien,1952,1953,G,69,160,"April 8, 1928",Butler University,/players/o/obriera01.html,False,False,119,3.1,2.595479166666667,0,0,0,0,0,0.0
Johnny O'Bryant,2015,2018,F-C,81,257,"June 1, 1993",Louisiana State University,/players/o/obryajo01.html,True,False,147,0.2,0.24995833333333337,0,0,0,0,0,0.0
Patrick O'Bryant,2007,2010,C,84,260,"June 20, 1986",Bradley University,/players/o/obryapa01.html,False,False,90,0.5,0.29750000000000004,0,0,0,0,0,0.0
Dermie O'Connell,1949,1950,G,72,174,"April 13, 1928",College of the Holy Cross,/players/o/oconnde01.html,False,False,82,-3.1,-0.6,0,0,0,0,0,0.0
Andy O'Donnell,1950,1950,G,73,180,"March 10, 1925",Loyola College in Maryland,/players/o/odonnan01.html,False,False,25,0.3,0.3,0,0,0,0,0,0.0
Buddy O'Grady,1947,1949,G,71,160,"January 19, 1920",Georgetown University,/players/o/ogradbu01.html,False,False,146,1.6,1.4,0,0,0,0,0,0.0
Fran O'Hanlon,1971,1971,G,73,175,"August 24, 1948",Villanova University,/players/o/ohanlfr01.html,False,False,14,0.0,,1,0,0,0,0,0.0
Dick O'Keefe,1948,1951,G-F,74,185,"September 29, 1923",Santa Clara University,/players/o/okeefdi01.html,False,False,172,1.7,2.1,0,0,0,0,0,0.0
Tommy O'Keefe,1951,1951,G,74,185,"June 3, 1928",Georgetown University,/players/o/okeefto01.html,False,False,6,0.1,0.1,0,0,0,0,0,0.0
Mike O'Koren,1981,1988,F-G,79,207,"February 7, 1958",University of North Carolina,/players/o/okoremi01.html,False,False,407,14.6,4.1200833333333335,0,0,0,0,0,0.0
Grady O'Malley,1970,1970,F,77,205,"April 25, 1948",Manhattan College,/players/o/omallgr01.html,False,False,24,-0.3,-0.32016666666666665,0,0,0,0,0,0.0
Jermaine O'Neal,1997,2014,F-C,83,226,"October 13, 1978",,/players/o/onealje01.html,False,False,1011,66.0,10.561,0,0,6,44,0,0.318
Shaquille O'Neal,1993,2011,C,85,325,"March 6, 1972",Louisiana State University,/players/o/onealsh01.html,False,True,1207,181.7,18.648520833333333,0,4,15,166,1,1.0
Royce O'Neale,2018,2019,F,78,226,"June 5, 1993",Baylor University,/players/o/onealro01.html,True,False,119,4.1,2.371875,0,0,0,0,0,0.0
Mike O'Neill,1953,1953,F,75,210,,University of California,/players/o/oneilmi01.html,False,False,4,-0.1,-0.06666666666666667,0,0,0,0,0,0.0
Kyle O'Quinn,2013,2019,F-C,82,250,"March 26, 1990",Norfolk State University,/players/o/oquinky01.html,True,False,424,16.3,4.796708333333334,0,0,0,0,0,0.0
Kevin O'Shea,1951,1953,G,74,175,"July 10, 1925",University of Notre Dame,/players/o/osheake01.html,False,False,174,3.8,2.1,0,0,0,0,0,0.0
Garland O'Shields,1947,1947,G-F,73,195,"May 23, 1921",University of Tennessee,/players/o/oshiega01.html,False,False,9,-0.1,-0.1,0,0,0,0,0,0.0
Dan O'Sullivan,1991,1996,C,82,250,"March 3, 1968",Fordham University,/players/o/osullda01.html,False,False,45,0.3,0.10979166666666666,0,0,0,0,0,0.0
Charles Oakley,1986,2004,F-C,80,225,"December 18, 1963",Virginia Union University,/players/o/oaklech01.html,False,False,1282,89.7,10.506333333333332,0,0,1,41,0,0.004
Fabricio Oberto,2006,2011,C-F,82,245,"March 21, 1975",,/players/o/obertfa01.html,False,False,336,13.6,6.0965,0,1,0,0,0,0.0
Daniel Ochefu,2017,2017,C,83,245,"December 15, 1993",Villanova University,/players/o/ochefda01.html,True,False,19,0.0,0.0078125,0,0,0,0,0,0.0
Greg Oden,2009,2014,C,84,250,"January 22, 1988",Ohio State University,/players/o/odengr01.html,False,False,105,7.3,4.571625,0,0,0,0,0,0.0
Lamar Odom,2000,2013,F,82,220,"November 6, 1979",University of Rhode Island,/players/o/odomla01.html,False,False,961,77.0,10.116166666666667,0,2,0,12,0,0.003
